dataset,model,desc_framework,query_idx,golden_answer_norm,majority_vanilla,majority_first,majority_rand,majority_weighted
SocialSupport,gemma-3-12b-it,Flow Theory,77,0,0,0,0,0
SocialSupport,gemma-3-12b-it,Flow Theory,78,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Flow Theory,79,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Flow Theory,80,0,2,2,2,2
SocialSupport,gemma-3-12b-it,Flow Theory,81,0,0,0,0,0
SocialSupport,gemma-3-12b-it,Flow Theory,82,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Flow Theory,83,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Flow Theory,84,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Flow Theory,85,1,0,0,0,0
SocialSupport,gemma-3-12b-it,Flow Theory,86,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Flow Theory,87,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Flow Theory,88,2,2,2,2,2
SocialSupport,gemma-3-12b-it,Flow Theory,89,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Flow Theory,90,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Flow Theory,91,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Flow Theory,92,2,2,2,2,2
SocialSupport,gemma-3-12b-it,Flow Theory,93,0,0,0,0,0
SocialSupport,gemma-3-12b-it,Flow Theory,94,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Flow Theory,95,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Flow Theory,96,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Flow Theory,97,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Flow Theory,98,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Flow Theory,99,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,0,1,0,0,0,0
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,1,1,0,0,0,0
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,2,0,2,2,2,2
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,3,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,4,2,2,2,2,2
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,5,2,2,2,2,2
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,6,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,7,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,8,0,0,0,0,0
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,9,1,0,0,0,0
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,10,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,11,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,12,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,13,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,14,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,15,1,0,0,0,0
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,16,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,17,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,18,0,2,2,2,2
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,19,2,2,2,2,2
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,20,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,21,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,22,0,0,0,0,0
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,23,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,24,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,25,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,26,2,2,2,2,2
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,27,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,28,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,29,2,2,2,2,2
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,30,1,0,0,0,0
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,31,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,32,1,0,0,0,0
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,33,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,34,1,0,0,0,0
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,35,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,36,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,37,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,38,2,0,0,0,0
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,39,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,40,1,0,0,0,0
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,41,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,42,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,43,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,44,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,45,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,46,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,47,0,1,1,1,1
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,48,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,49,2,2,2,2,2
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,50,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,51,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,52,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,53,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,54,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,55,2,1,1,1,1
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,56,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,57,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,58,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,59,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,60,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,61,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,62,1,1,1,1,2
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,63,2,2,2,2,2
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,64,1,0,0,0,0
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,65,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,66,1,0,0,0,0
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,67,1,0,0,0,0
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,68,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,69,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,70,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,71,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,72,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,73,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,74,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,75,0,0,0,0,0
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,76,0,0,0,0,0
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,77,0,0,0,0,0
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,78,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,79,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,80,0,2,2,2,2
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,81,0,0,0,0,0
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,82,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,83,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,84,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,85,1,0,0,0,0
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,86,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,87,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,88,2,2,2,2,2
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,89,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,90,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,91,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,92,2,2,2,2,2
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,93,0,0,0,0,0
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,94,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,95,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,96,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,97,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,98,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Freudian Psychoanalysis,99,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Mental Models,0,1,0,0,0,0
SocialSupport,gemma-3-12b-it,Mental Models,1,1,0,0,0,0
SocialSupport,gemma-3-12b-it,Mental Models,2,0,2,2,2,2
SocialSupport,gemma-3-12b-it,Mental Models,3,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Mental Models,4,2,2,2,2,2
SocialSupport,gemma-3-12b-it,Mental Models,5,2,2,2,2,2
SocialSupport,gemma-3-12b-it,Mental Models,6,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Mental Models,7,1,0,0,0,0
SocialSupport,gemma-3-12b-it,Mental Models,8,0,0,0,0,0
SocialSupport,gemma-3-12b-it,Mental Models,9,1,0,0,0,0
SocialSupport,gemma-3-12b-it,Mental Models,10,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Mental Models,11,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Mental Models,12,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Mental Models,13,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Mental Models,14,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Mental Models,15,1,0,0,0,0
SocialSupport,gemma-3-12b-it,Mental Models,16,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Mental Models,17,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Mental Models,18,0,2,2,2,2
SocialSupport,gemma-3-12b-it,Mental Models,19,2,2,2,2,2
SocialSupport,gemma-3-12b-it,Mental Models,20,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Mental Models,21,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Mental Models,22,0,0,0,0,0
SocialSupport,gemma-3-12b-it,Mental Models,23,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Mental Models,24,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Mental Models,25,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Mental Models,26,2,2,2,2,2
SocialSupport,gemma-3-12b-it,Mental Models,27,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Mental Models,28,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Mental Models,29,2,2,2,2,2
SocialSupport,gemma-3-12b-it,Mental Models,30,1,0,0,0,0
SocialSupport,gemma-3-12b-it,Mental Models,31,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Mental Models,32,1,0,0,0,0
SocialSupport,gemma-3-12b-it,Mental Models,33,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Mental Models,34,1,0,0,0,0
SocialSupport,gemma-3-12b-it,Mental Models,35,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Mental Models,36,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Mental Models,37,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Mental Models,38,2,0,0,0,0
SocialSupport,gemma-3-12b-it,Mental Models,39,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Mental Models,40,1,0,0,0,0
SocialSupport,gemma-3-12b-it,Mental Models,41,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Mental Models,42,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Mental Models,43,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Mental Models,44,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Mental Models,45,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Mental Models,46,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Mental Models,47,0,1,1,1,1
SocialSupport,gemma-3-12b-it,Mental Models,48,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Mental Models,49,2,2,2,2,2
SocialSupport,gemma-3-12b-it,Mental Models,50,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Mental Models,51,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Mental Models,52,1,0,0,0,0
SocialSupport,gemma-3-12b-it,Mental Models,53,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Mental Models,54,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Mental Models,55,2,1,1,1,1
SocialSupport,gemma-3-12b-it,Mental Models,56,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Mental Models,57,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Mental Models,58,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Mental Models,59,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Mental Models,60,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Mental Models,61,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Mental Models,62,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Mental Models,63,2,2,2,2,2
SocialSupport,gemma-3-12b-it,Mental Models,64,1,0,0,0,0
SocialSupport,gemma-3-12b-it,Mental Models,65,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Mental Models,66,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Mental Models,67,1,0,0,0,0
SocialSupport,gemma-3-12b-it,Mental Models,68,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Mental Models,69,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Mental Models,70,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Mental Models,71,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Mental Models,72,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Mental Models,73,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Mental Models,74,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Mental Models,75,0,0,0,0,0
SocialSupport,gemma-3-12b-it,Mental Models,76,0,0,0,0,0
SocialSupport,gemma-3-12b-it,Mental Models,77,0,0,0,0,0
SocialSupport,gemma-3-12b-it,Mental Models,78,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Mental Models,79,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Mental Models,80,0,2,2,2,2
SocialSupport,gemma-3-12b-it,Mental Models,81,0,0,0,0,0
SocialSupport,gemma-3-12b-it,Mental Models,82,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Mental Models,83,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Mental Models,84,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Mental Models,85,1,0,0,0,0
SocialSupport,gemma-3-12b-it,Mental Models,86,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Mental Models,87,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Mental Models,88,2,2,2,2,2
SocialSupport,gemma-3-12b-it,Mental Models,89,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Mental Models,90,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Mental Models,91,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Mental Models,92,2,2,2,2,2
SocialSupport,gemma-3-12b-it,Mental Models,93,0,0,0,0,0
SocialSupport,gemma-3-12b-it,Mental Models,94,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Mental Models,95,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Mental Models,96,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Mental Models,97,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Mental Models,98,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Mental Models,99,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,0,1,0,0,0,0
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,1,1,0,0,0,0
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,2,0,2,2,2,2
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,3,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,4,2,2,2,2,2
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,5,2,2,2,2,2
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,6,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,7,1,1,1,1,0
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,8,0,0,0,0,0
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,9,1,0,0,0,0
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,10,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,11,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,12,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,13,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,14,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,15,1,0,0,0,0
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,16,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,17,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,18,0,2,2,2,2
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,19,2,2,2,2,2
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,20,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,21,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,22,0,0,0,0,0
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,23,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,24,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,25,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,26,2,2,2,2,2
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,27,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,28,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,29,2,2,2,2,2
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,30,1,0,0,0,0
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,31,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,32,1,0,0,0,0
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,33,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,34,1,0,0,0,0
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,35,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,36,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,37,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,38,2,0,0,0,0
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,39,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,40,1,0,0,0,0
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,41,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,42,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,43,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,44,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,45,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,46,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,47,0,1,1,1,1
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,48,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,49,2,2,2,2,2
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,50,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,51,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,52,1,0,0,0,0
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,53,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,54,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,55,2,1,1,1,1
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,56,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,57,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,58,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,59,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,60,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,61,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,62,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,63,2,2,2,2,2
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,64,1,0,0,0,0
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,65,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,66,1,0,0,0,0
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,67,1,0,0,0,0
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,68,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,69,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,70,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,71,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,72,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,73,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,74,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,75,0,0,0,0,0
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,76,0,0,0,0,0
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,77,0,0,0,0,0
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,78,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,79,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,80,0,2,2,2,2
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,81,0,0,0,0,0
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,82,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,83,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,84,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,85,1,0,0,0,0
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,86,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,87,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,88,2,2,2,2,2
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,89,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,90,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,91,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,92,2,2,2,2,2
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,93,0,0,0,0,0
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,94,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,95,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,96,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,97,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,98,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Myers-Briggs Type Indicator,99,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Social Cognitive Theory,0,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Social Cognitive Theory,1,1,0,0,0,0
SocialSupport,gemma-3-12b-it,Social Cognitive Theory,2,0,2,2,2,2
SocialSupport,gemma-3-12b-it,Social Cognitive Theory,3,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Social Cognitive Theory,4,2,2,2,2,2
SocialSupport,gemma-3-12b-it,Social Cognitive Theory,5,2,2,2,2,2
SocialSupport,gemma-3-12b-it,Social Cognitive Theory,6,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Social Cognitive Theory,7,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Social Cognitive Theory,8,0,0,0,0,0
SocialSupport,gemma-3-12b-it,Social Cognitive Theory,9,1,0,0,0,0
SocialSupport,gemma-3-12b-it,Social Cognitive Theory,10,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Social Cognitive Theory,11,1,1,1,1,1
SocialSupport,gemma-3-12b-it,Social Cognitive Theory,12,1,1,1,1,2
SocialSupport,gemma-3-12b-it,Social Cognitive Theory,13,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Social Cognitive Theory,14,1,2,2,2,2
SocialSupport,gemma-3-12b-it,Social Cognitive Theory,15,1,0,0,0,0
SocialSupport,gemma-3-12b-it,Social Cognitive Theory,16,1,1,1,1,1
